t,alpha,w,h,ring,horns,eyes,copy,drain,line,tilt,turn,squash,wink,horn_lag,frame
1604,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.618605,0.000000,-3.103302,-0.106399,1.062066,0.000000,0.459146,73
1608,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.617054,0.000000,-3.149961,-0.107999,1.062999,0.000000,0.429535,73
1612,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.615504,0.000000,-3.192842,-0.109469,1.063857,0.000000,0.400965,74
1616,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.613953,0.000000,-3.232105,-0.110815,1.064642,0.000000,0.373422,74
1620,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.612403,0.000000,-3.267906,-0.112042,1.065358,0.000000,0.346896,75
1624,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.610853,0.000000,-3.300401,-0.113157,1.066008,0.000000,0.321378,75
1628,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.609302,0.000000,-3.329748,-0.114163,1.066595,0.000000,0.296859,76
1632,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.607752,0.000000,-3.356102,-0.115066,1.067122,0.000000,0.273331,76
1636,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.606202,0.000000,-3.379619,-0.115873,1.067592,0.000000,0.250788,77
1640,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.604651,0.000000,-3.400455,-0.116587,1.068009,0.000000,0.229226,77
1644,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.603101,0.000000,-3.418767,-0.117215,1.068375,0.000000,0.208639,78
1648,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.601550,0.000000,-3.434711,-0.117762,1.068694,0.000000,0.189025,78
1652,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.600000,0.000000,-3.448444,-0.118232,1.068969,0.000000,0.170383,79
1656,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.598450,0.000000,-3.460126,-0.118633,1.069203,0.000000,0.152712,79
1660,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.596899,0.000000,-3.469914,-0.118968,1.069398,0.000000,0.136012,80
1664,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.595349,0.000000,-3.477971,-0.119245,1.069559,0.000000,0.120285,80
1668,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.593798,0.000000,-3.484458,-0.119467,1.069689,0.000000,0.105534,81
1672,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.592248,0.000000,-3.489540,-0.119641,1.069791,0.000000,0.091763,81
1676,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.590698,0.000000,-3.493381,-0.119773,1.069868,0.000000,0.078977,82
1680,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.589147,0.000000,-3.496150,-0.119868,1.069923,0.000000,0.067184,82
1684,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.587597,0.000000,-3.498019,-0.119932,1.069960,0.000000,0.056391,83
1688,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.586047,0.000000,-3.499160,-0.119971,1.069983,0.000000,0.046608,83
1692,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.584496,0.000000,-3.499750,-0.119991,1.069995,0.000000,0.037846,84
1696,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.582946,0.000000,-3.499969,-0.119999,1.069999,0.000000,0.030117,84
1700,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.581395,0.000000,-3.500000,-0.120000,1.070000,0.000000,0.023436,85
1704,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.579845,0.000000,-3.483408,-0.118938,1.069820,0.000948,0.008675,85
1708,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.578295,0.000000,-3.430831,-0.115573,1.069249,0.003953,-0.024904,86
1712,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.576744,0.000000,-3.337497,-0.109600,1.068236,0.009286,-0.080013,86
1716,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.575194,0.000000,-3.197746,-0.100656,1.066718,0.017272,-0.159855,87
1720,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.573643,0.000000,-3.004855,-0.088311,1.064624,0.028294,-0.268220,87
1724,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.572093,0.000000,-2.750858,-0.072055,1.061866,0.042808,-0.409580,88
1728,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.570543,0.000000,-2.426401,-0.051290,1.058344,0.061349,-0.589174,88
1732,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.568992,0.000000,-2.020715,-0.025326,1.053939,0.084531,-0.813020,89
1736,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.567442,0.000000,-1.521941,0.006596,1.048524,0.113032,-1.087737,89
1740,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.565891,0.000000,-0.918121,0.045240,1.041968,0.147536,-1.420000,90
1744,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.564341,0.000000,-0.199482,0.091233,1.034166,0.188601,-1.815285,90
1748,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.562791,0.000000,0.637460,0.144797,1.025079,0.236426,-2.270521,91
1752,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.561240,0.000000,1.584174,0.205387,1.014800,0.290524,-2.767474,91
1756,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.559690,0.000000,2.615408,0.271386,1.003604,0.349452,-3.289194,92
1760,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.558140,0.000000,3.690220,0.340174,0.991935,0.410870,-3.810182,92
1764,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.556589,0.000000,4.761316,0.408724,0.980306,0.472075,-4.300883,93
1768,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.555039,0.000000,5.787701,0.474413,0.969162,0.530726,-4.734551,93
1772,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.553488,0.000000,6.742529,0.535522,0.958795,0.585287,-5.091468,94
1776,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.551938,0.000000,7.613315,0.591252,0.949341,0.635047,-5.359037,94
1780,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.550388,0.000000,8.397948,0.641469,0.940822,0.679883,-5.529687,95
1784,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.548837,0.000000,9.100255,0.686416,0.933197,0.720015,-5.598880,95
1788,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.547287,0.000000,9.726758,0.726513,0.926395,0.755815,-5.564356,96
1792,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.545736,0.000000,10.284791,0.762227,0.920337,0.787702,-5.427098,96
1796,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.544186,0.000000,10.781527,0.794018,0.914943,0.816087,-5.193786,97
1800,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.542636,0.000000,11.223555,0.822308,0.910144,0.841346,-4.879516,97
1804,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.541085,0.000000,11.616741,0.847471,0.905875,0.863814,-4.508189,98
1808,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.539535,0.000000,11.966223,0.869838,0.902081,0.883784,-4.108436,98
1812,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.537984,0.000000,12.276473,0.889694,0.898713,0.901513,-3.706694,99
1816,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.536434,0.000000,12.551372,0.907288,0.895728,0.917221,-3.321970,99
1820,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.534884,0.000000,12.794291,0.922835,0.893091,0.931102,-2.964800,100
1824,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.533333,0.000000,13.008160,0.936522,0.890769,0.943323,-2.639141,100
1828,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.531783,0.000000,13.195542,0.948515,0.888734,0.954031,-2.344913,101
1832,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.530233,0.000000,13.358678,0.958955,0.886963,0.963353,-2.080011,101
1836,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.528682,0.000000,13.499543,0.967971,0.885434,0.971402,-1.841533,102
1840,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.527132,0.000000,13.619879,0.975672,0.884127,0.978279,-1.626439,102
1844,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.525581,0.000000,13.721232,0.982159,0.883027,0.984070,-1.431864,103
1848,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.524031,0.000000,13.804979,0.987519,0.882117,0.988856,-1.255237,103
1852,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.522481,0.000000,13.872348,0.991830,0.881386,0.992706,-1.094310,104
1856,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.520930,0.000000,13.924444,0.995164,0.880820,0.995683,-0.947142,104
1860,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.519380,0.000000,13.962259,0.997585,0.880410,0.997843,-0.812069,105
1864,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.517829,0.000000,13.986690,0.999148,0.880145,0.999239,-0.687664,105
1868,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.516279,0.000000,13.998550,0.999907,0.880016,0.999917,-0.572704,106
1872,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.514729,0.000000,14.000000,1.000000,0.886879,1.000000,-0.466921,106
1876,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.513178,0.000000,14.000000,1.000000,0.899965,1.000000,-0.373970,107
1880,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.511628,0.000000,14.000000,1.000000,0.912189,1.000000,-0.293526,107
1884,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.510078,0.000000,14.000000,1.000000,0.923589,1.000000,-0.224602,108
1888,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.508527,0.000000,14.000000,1.000000,0.934201,1.000000,-0.166322,108
1892,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.506977,0.000000,14.000000,1.000000,0.944060,1.000000,-0.117907,109
1896,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.505426,0.000000,14.000000,1.000000,0.953200,1.000000,-0.078662,109
1900,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.503876,0.000000,14.000000,1.000000,0.961653,1.000000,-0.047962,110
1904,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.502326,0.000000,14.000000,1.000000,0.969450,1.000000,-0.025249,110
1908,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.500775,0.000000,14.000000,1.000000,0.976622,1.000000,-0.010015,111
1912,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.499225,0.000000,14.000000,1.000000,0.983198,1.000000,-0.001803,111
1916,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.497674,0.000000,14.000000,1.000000,0.989206,1.000000,0.000000,112
1920,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.496124,0.000000,14.000000,1.000000,0.994675,1.000000,0.000000,112
1924,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.494574,0.000000,14.000000,1.000000,0.999631,1.000000,0.000000,113
1928,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.493023,0.000000,14.000000,1.000000,1.004100,1.000000,0.000000,113
1932,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.491473,0.000000,14.000000,1.000000,1.008110,1.000000,0.000000,114
1936,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.489922,0.000000,14.000000,1.000000,1.011685,1.000000,0.000000,114
1940,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.488372,0.000000,14.000000,1.000000,1.014850,1.000000,0.000000,115
1944,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.486822,0.000000,14.000000,1.000000,1.017632,1.000000,0.000000,115
1948,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.485271,0.000000,14.000000,1.000000,1.020053,1.000000,0.000000,116
1952,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.483721,0.000000,14.000000,1.000000,1.022139,1.000000,0.000000,116
1956,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.482171,0.000000,14.000000,1.000000,1.023915,1.000000,0.000000,117
1960,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.480620,0.000000,14.000000,1.000000,1.025404,1.000000,0.000000,117
1964,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.479070,0.000000,14.000000,1.000000,1.026630,1.000000,0.000000,118
1968,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.477519,0.000000,14.000000,1.000000,1.027619,1.000000,0.000000,118
1972,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.475969,0.000000,14.000000,1.000000,1.028395,1.000000,0.000000,119
1976,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.474419,0.000000,14.000000,1.000000,1.028982,1.000000,0.000000,119
1980,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.472868,0.000000,14.000000,1.000000,1.029407,1.000000,0.000000,120
1984,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.471318,0.000000,14.000000,1.000000,1.029694,1.000000,0.000000,120
1988,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.469767,0.000000,14.000000,1.000000,1.029870,1.000000,0.000000,121
1992,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.468217,0.000000,14.000000,1.000000,1.029961,1.000000,0.000000,121
1996,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.466667,0.000000,14.000000,1.000000,1.029995,1.000000,0.000000,122
2000,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.465116,0.000000,14.000000,1.000000,1.030000,1.000000,0.000000,122
2004,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.463566,0.000000,14.000000,1.000000,1.026516,1.000000,0.000000,123
2008,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.462016,0.000000,14.000000,1.000000,1.023327,1.000000,0.000000,123
2012,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.460465,0.000000,14.000000,1.000000,1.020415,1.000000,0.000000,124
2016,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.458915,0.000000,14.000000,1.000000,1.017764,1.000000,0.000000,124
2020,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.457364,0.000000,14.000000,1.000000,1.015360,1.000000,0.000000,125
2024,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.455814,0.000000,14.000000,1.000000,1.013188,1.000000,0.000000,125
2028,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.454264,0.000000,14.000000,1.000000,1.011235,1.000000,0.000000,126
2032,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.452713,0.000000,14.000000,1.000000,1.009487,1.000000,0.000000,126
2036,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.451163,0.000000,14.000000,1.000000,1.007932,1.000000,0.000000,127
2040,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.449612,0.000000,14.000000,1.000000,1.006557,1.000000,0.000000,127
2044,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.448062,0.000000,14.000000,1.000000,1.005351,1.000000,0.000000,128
2048,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.446512,0.000000,14.000000,1.000000,1.004303,1.000000,0.000000,128
2052,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.444961,0.000000,14.000000,1.000000,1.003400,1.000000,0.000000,129
2056,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.443411,0.000000,14.000000,1.000000,1.002633,1.000000,0.000000,129
2060,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.441860,0.000000,14.000000,1.000000,1.001989,1.000000,0.000000,130
2064,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.440310,0.000000,14.000000,1.000000,1.001459,1.000000,0.000000,130
2068,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.438760,0.000000,14.000000,1.000000,1.001032,1.000000,0.000000,131
2072,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.437209,0.000000,14.000000,1.000000,1.000696,1.000000,0.000000,131
2076,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.435659,0.000000,14.000000,1.000000,1.000442,1.000000,0.000000,132
2080,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.434109,0.000000,14.000000,1.000000,1.000258,1.000000,0.000000,132
2084,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.432558,0.000000,14.000000,1.000000,1.000133,0.926247,0.000000,133
2088,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.431008,0.000000,14.000000,1.000000,1.000057,0.856407,0.000000,133
2092,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.429457,0.000000,14.000000,1.000000,1.000017,0.790339,0.000000,134
2096,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.427907,0.000000,14.000000,1.000000,1.000002,0.727908,0.000000,134
2100,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.426357,0.000000,14.000000,1.000000,1.000000,0.668983,0.000000,135
2104,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.424806,0.000000,14.000000,1.000000,1.000000,0.613438,0.000000,135
2108,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.423256,0.000000,14.000000,1.000000,1.000000,0.561150,0.000000,136
2112,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.421705,0.000000,14.000000,1.000000,1.000000,0.512000,0.000000,136
2116,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.420155,0.000000,14.000000,1.000000,1.000000,0.465874,0.000000,137
2120,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.418605,0.000000,14.000000,1.000000,1.000000,0.422658,0.000000,137
2124,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.417054,0.000000,14.000000,1.000000,1.000000,0.382245,0.000000,138
2128,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.415504,0.000000,14.000000,1.000000,1.000000,0.344527,0.000000,138
2132,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.413953,0.000000,14.000000,1.000000,1.000000,0.309400,0.000000,139
2136,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.412403,0.000000,14.000000,1.000000,1.000000,0.276764,0.000000,139
2140,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.410853,0.000000,14.000000,1.000000,1.000000,0.246519,0.000000,140
2144,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.409302,0.000000,14.000000,1.000000,1.000000,0.218566,0.000000,140
2148,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.407752,0.000000,14.000000,1.000000,1.000000,0.192812,0.000000,141
2152,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.406202,0.000000,13.517039,0.971283,1.000000,0.169160,0.265629,141
2156,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.404651,0.000000,12.577906,0.915443,1.000000,0.147520,0.782152,142
2160,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.403101,0.000000,11.673745,0.861682,1.000000,0.127798,1.279440,142
2164,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.401550,0.000000,10.803680,0.809949,1.000000,0.109906,1.757976,143
2168,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.400000,0.000000,9.966852,0.760191,1.000000,0.093753,2.218231,143
2172,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.398450,0.000000,9.162429,0.712361,1.000000,0.079251,2.660664,144
2176,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.396899,0.000000,8.389595,0.666408,1.000000,0.066313,3.085723,144
2180,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.395349,0.000000,7.647553,0.622287,1.000000,0.054849,3.493846,145
2184,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.393798,0.000000,6.935526,0.579950,1.000000,0.044775,3.885461,145
2188,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.392248,0.000000,6.252752,0.539353,1.000000,0.036001,4.260986,146
2192,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.390698,0.000000,5.598486,0.500451,1.000000,0.028441,4.620832,146
2196,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.389147,0.000000,4.972000,0.463200,1.000000,0.022009,4.831965,147
2200,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.387597,0.000000,4.372578,0.427559,1.000000,0.016616,4.640239,147
2204,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.386047,0.000000,3.799518,0.393485,1.000000,0.012175,4.453370,148
2208,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.384496,0.000000,3.252134,0.360938,1.000000,0.008596,4.271252,148
2212,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.382946,0.000000,2.729750,0.329877,1.000000,0.005790,4.093781,149
2216,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.381395,0.000000,2.231702,0.300263,1.000000,0.003667,3.920862,149
2220,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.379845,0.000000,1.757338,0.272058,1.000000,0.002135,3.752401,150
2224,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.378295,0.000000,1.306016,0.245223,1.000000,0.001100,3.588312,150
2228,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.376744,0.000000,0.877104,0.219720,1.000000,0.000467,3.428511,151
2232,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.375194,0.000000,0.469979,0.195512,1.000000,0.000139,3.272921,151
2236,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.373643,0.000000,0.084027,0.172564,1.000000,0.000018,3.121466,152
2240,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.372093,0.000000,-0.281357,0.150838,1.000000,0.000000,2.974078,152
2244,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.370543,0.000000,-0.626771,0.130300,1.000000,0.000000,2.830688,153
2248,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.368992,0.000000,-0.952807,0.110914,1.000000,0.000000,2.691236,153
2252,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.367442,0.000000,-1.260048,0.092646,1.000000,0.000000,2.555662,154
2256,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.365891,0.000000,-1.549072,0.075461,1.000000,0.000000,2.423911,154
2260,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.364341,0.000000,-1.820454,0.059324,1.000000,0.000000,2.295933,155
2264,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.362791,0.000000,-2.074758,0.044204,1.000000,0.000000,2.171676,155
2268,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.361240,0.000000,-2.312549,0.030065,1.000000,0.000000,2.051098,156
2272,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.359690,0.000000,-2.534383,0.016875,1.000000,0.000000,1.934157,156
2276,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.358140,0.000000,-2.740817,0.004600,1.000000,0.000000,1.820812,157
2280,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.356589,0.000000,-2.932401,-0.006791,1.000000,0.000000,1.711031,157
2284,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.355039,0.000000,-3.109685,-0.017333,1.000000,0.000000,1.604778,158
2288,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.353488,0.000000,-3.273215,-0.027056,1.000000,0.000000,1.502027,158
2292,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.351938,0.000000,-3.423535,-0.035994,1.000000,0.000000,1.402749,159
2296,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.350388,0.000000,-3.561189,-0.044179,1.000000,0.000000,1.306922,159
2300,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.348837,0.000000,-3.686718,-0.051643,1.000000,0.000000,1.214524,160
2304,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.347287,0.000000,-3.800666,-0.058418,1.000000,0.000000,1.125539,160
2308,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.345736,0.000000,-3.903573,-0.064537,1.000000,0.000000,1.039951,161
2312,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.344186,0.000000,-3.995983,-0.070031,1.000000,0.000000,0.957750,161
2316,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.342636,0.000000,-4.078438,-0.074934,1.000000,0.000000,0.878926,162
2320,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.341085,0.000000,-4.151484,-0.079277,1.000000,0.000000,0.803474,162
2324,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.339535,0.000000,-4.215669,-0.083094,1.000000,0.000000,0.731391,163
2328,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.337984,0.000000,-4.271542,-0.086416,1.000000,0.000000,0.662677,163
2332,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.336434,0.000000,-4.319656,-0.089277,1.000000,0.000000,0.597335,164
2336,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.334884,0.000000,-4.360567,-0.091709,1.000000,0.000000,0.535372,164
2340,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.333333,0.000000,-4.394837,-0.093747,1.000000,0.000000,0.476797,165
2344,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.331783,0.000000,-4.423031,-0.095423,1.000000,0.000000,0.421624,165
2348,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.330233,0.000000,-4.445722,-0.096773,1.000000,0.000000,0.369868,166
2352,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.328682,0.000000,-4.463485,-0.097829,1.000000,0.000000,0.321548,166
2356,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.327132,0.000000,-4.476906,-0.098627,1.000000,0.000000,0.276689,167
2360,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.325581,0.000000,-4.486576,-0.099202,1.000000,0.000000,0.235317,167
2364,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.324031,0.000000,-4.493096,-0.099589,1.000000,0.000000,0.197461,168
2368,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.322481,0.000000,-4.497074,-0.099826,1.000000,0.000000,0.163157,168
2372,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.320930,0.000000,-4.499129,-0.099948,1.000000,0.000000,0.132443,169
2376,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.319380,0.000000,-4.499891,-0.099993,1.000000,0.000000,0.105362,169
2380,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.317829,0.000000,-4.500000,-0.100000,1.000000,0.000000,0.081959,170
2384,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.316279,0.000000,-4.122151,-0.091603,1.000000,0.000000,-0.145591,170
2388,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.314729,0.000000,-3.767180,-0.083715,1.000000,0.000000,-0.357138,171
2392,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.313178,0.000000,-3.434152,-0.076314,1.000000,0.000000,-0.553510,171
2396,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.311628,0.000000,-3.122168,-0.069382,1.000000,0.000000,-0.735518,172
