t,alpha,w,h,ring,horns,eyes,copy,drain,line,tilt,turn,squash,wink,shut,horn_lag,frame
1516,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.652713,0.000000,0.000000,0.000000,0.997936,0.000000,0.026517,0.000000,62
1520,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.651163,0.000000,0.000000,0.000000,0.996503,0.000000,0.043992,0.000000,62
1524,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.649612,0.000000,0.000000,0.000000,0.994518,0.000000,0.067470,0.000000,63
1528,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.648062,0.000000,0.000000,0.000000,0.991872,0.000000,0.098073,0.000000,63
1532,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.646512,0.000000,0.000000,0.000000,0.988506,0.000000,0.137028,0.000000,64
1536,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.644961,0.000000,0.000000,0.000000,0.984522,0.000000,0.185443,0.000000,64
1540,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.643411,0.000000,0.000000,0.000000,0.980251,0.000000,0.243793,0.000000,65
1544,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.641860,0.000000,0.000000,0.000000,0.976117,0.000000,0.311121,0.000000,65
1548,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.640310,0.000000,0.000000,0.000000,0.972413,0.000000,0.384417,0.000000,66
1552,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.638760,0.000000,0.000000,0.000000,0.969233,0.000000,0.459106,0.000000,66
1556,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.637209,0.000000,0.000000,0.000000,0.966553,0.000000,0.530726,0.000000,67
1560,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.635659,0.000000,0.000000,0.000000,0.964310,0.000000,0.596366,0.000000,67
1564,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.634109,0.000000,0.000000,0.000000,0.962436,0.000000,0.654857,0.000000,68
1568,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.632558,0.000000,0.000000,0.000000,0.960873,0.000000,0.706200,0.000000,68
1572,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.631008,0.000000,0.000000,0.000000,0.959570,0.000000,0.750950,0.000000,69
1576,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.629457,0.000000,0.000000,0.000000,0.958489,0.000000,0.789841,0.000000,69
1580,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.627907,0.000000,0.000000,0.000000,0.957598,0.000000,0.823608,0.000000,70
1584,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.626357,0.000000,0.000000,0.000000,0.956871,0.000000,0.852909,0.000000,70
1588,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.624806,0.000000,0.000000,0.000000,0.956287,0.000000,0.878318,0.000000,71
1592,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.623256,0.000000,0.000000,0.000000,0.955829,0.000000,0.900316,0.000000,71
1596,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.621705,0.000000,0.000000,0.000000,0.955484,0.000000,0.919312,0.000000,72
1600,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.620155,0.000000,0.000000,0.000000,0.955239,0.000000,0.935650,0.000000,72
1604,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.618605,0.000000,0.000000,0.000000,0.955083,0.000000,0.949619,0.000000,73
1608,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.617054,0.000000,0.000000,0.000000,0.955009,0.000000,0.961466,0.000000,73
1612,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.615504,0.000000,0.000000,0.000000,0.957431,0.000000,0.971402,0.000000,74
1616,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.613953,0.000000,0.000000,0.000000,0.962015,0.000000,0.979608,0.000000,74
1620,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.612403,0.000000,0.000000,0.000000,0.966241,0.000000,0.986240,0.000000,75
1624,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.610853,0.000000,0.000000,0.000000,0.970129,0.000000,0.991434,0.000000,75
1628,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.609302,0.000000,0.000000,0.000000,0.973697,0.000000,0.995308,0.000000,76
1632,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.607752,0.000000,0.000000,0.000000,0.976960,0.000000,0.997968,0.000000,76
1636,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.606202,0.000000,0.000000,0.000000,0.979936,0.000000,0.999504,0.000000,77
1640,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.604651,0.000000,0.000000,0.000000,0.982639,0.000000,1.000000,0.000000,77
1644,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.603101,0.000000,-0.181218,-0.040271,0.985084,0.000000,1.000000,0.099670,78
1648,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.601550,0.000000,-0.348511,-0.077447,0.987287,0.000000,1.000000,0.191681,78
1652,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.600000,0.000000,-0.502601,-0.111689,0.989260,0.000000,1.000000,0.276430,79
1656,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.598450,0.000000,-0.644173,-0.143149,0.991017,0.000000,1.000000,0.354295,79
1660,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.596899,0.000000,-0.773880,-0.171973,0.992571,0.000000,1.000000,0.425634,80
1664,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.595349,0.000000,-0.892346,-0.198299,0.993936,0.000000,1.000000,0.490790,80
1668,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.593798,0.000000,-1.000170,-0.222260,0.995123,0.000000,1.000000,0.550094,81
1672,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.592248,0.000000,-1.097928,-0.243984,0.996146,0.000000,1.000000,0.603860,81
1676,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.590698,0.000000,-1.186172,-0.263594,0.997016,0.000000,1.000000,0.652395,82
1680,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.589147,0.000000,-1.265440,-0.281209,0.997745,0.000000,1.000000,0.695992,82
1684,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.587597,0.000000,-1.336252,-0.296945,0.998346,0.000000,1.000000,0.734938,83
1688,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.586047,0.000000,-1.399112,-0.310914,0.998831,0.000000,1.000000,0.694025,83
1692,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.584496,0.000000,-1.454515,-0.323226,0.999211,0.000000,1.000000,0.630609,84
1696,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.582946,0.000000,-1.502945,-0.333988,0.999500,0.000000,1.000000,0.570717,84
1700,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.581395,0.000000,-1.544874,-0.343305,0.999708,0.000000,1.000000,0.514227,85
1704,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.579845,0.000000,-1.580773,-0.351283,0.999849,0.000000,1.000000,0.461033,85
1708,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.578295,0.000000,-1.611103,-0.358023,0.999936,0.000000,1.000000,0.411044,86
1712,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.576744,0.000000,-1.636325,-0.363628,0.999981,0.000000,1.000000,0.364179,86
1716,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.575194,0.000000,-1.656895,-0.368199,0.999998,0.000000,1.000000,0.320372,87
1720,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.573643,0.000000,-1.673274,-0.371839,1.000000,0.000000,1.000000,0.279566,87
1724,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.572093,0.000000,-1.685921,-0.374649,1.000000,0.000000,1.000000,0.241717,88
1728,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.570543,0.000000,-1.695301,-0.376734,1.000000,0.000000,1.000000,0.206793,88
1732,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.568992,0.000000,-1.701884,-0.378196,1.000000,0.000000,1.000000,0.174773,89
1736,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.567442,0.000000,-1.706149,-0.379144,1.000000,0.000000,1.000000,0.145646,89
1740,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.565891,0.000000,-1.708584,-0.379685,1.000000,0.000000,1.000000,0.119415,90
1744,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.564341,0.000000,-1.709691,-0.379931,1.000000,0.000000,1.000000,0.096094,90
1748,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.562791,0.000000,-1.709988,-0.379997,1.000000,0.000000,1.000000,0.075708,91
1752,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.561240,0.000000,-1.708926,-0.379761,1.000000,0.000000,1.000000,0.057700,91
1756,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.559690,0.000000,-1.700065,-0.377792,1.000000,0.000000,1.000000,0.038276,92
1760,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.558140,0.000000,-1.681596,-0.373688,1.000000,0.000000,1.000000,0.016188,92
1764,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.556589,0.000000,-1.652639,-0.367253,1.000000,0.000000,1.000000,-0.009299,93
1768,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.555039,0.000000,-1.612195,-0.358266,1.000000,0.000000,1.000000,-0.038989,93
1772,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.553488,0.000000,-1.559118,-0.346471,1.000000,0.000000,1.000000,-0.073766,94
1776,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.551938,0.000000,-1.492094,-0.331577,1.000000,0.000000,1.000000,-0.114609,94
1780,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.550388,0.000000,-1.409613,-0.313247,1.000000,0.000000,1.000000,-0.162613,95
1784,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.548837,0.000000,-1.309927,-0.291095,1.000000,0.000000,1.000000,-0.219006,95
1788,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.547287,0.000000,-1.191019,-0.264671,1.000000,0.000000,1.000000,-0.285171,96
1792,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.545736,0.000000,-1.050560,-0.233458,1.000000,0.000000,1.000000,-0.362671,96
1796,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.544186,0.000000,-0.885873,-0.196861,1.000000,0.000000,1.000000,-0.453123,97
1800,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.542636,0.000000,-0.693921,-0.154205,1.000000,0.000000,1.000000,-0.555076,97
1804,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.541085,0.000000,-0.471328,-0.104740,1.000000,0.000000,1.000000,-0.668708,98
1808,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.539535,0.000000,-0.214506,-0.047668,1.000000,0.000000,1.000000,-0.795524,98
1812,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.537984,0.000000,0.080046,0.017788,1.000000,0.000000,1.000000,-0.936919,99
1816,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.536434,0.000000,0.415134,0.092252,1.000000,0.000000,1.000000,-1.093826,99
1820,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.534884,0.000000,0.791810,0.175958,1.000000,0.000000,1.000000,-1.266126,100
1824,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.533333,0.000000,1.207833,0.268407,1.000000,0.000000,1.000000,-1.451783,100
1828,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.531783,0.000000,1.656020,0.368005,1.000000,0.000000,1.000000,-1.645923,101
1832,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.530233,0.000000,2.123527,0.471895,1.000000,0.000000,1.000000,-1.840408,101
1836,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.528682,0.000000,2.593297,0.576288,1.000000,0.000000,1.000000,-2.024623,102
1840,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.527132,0.000000,3.047730,0.677273,1.000000,0.000000,1.000000,-2.187463,102
1844,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.525581,0.000000,3.472688,0.771708,1.000000,0.000000,1.000000,-2.319533,103
1848,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.524031,0.000000,3.859578,0.857684,1.000000,0.000000,1.000000,-2.414292,103
1852,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.522481,0.000000,4.205064,0.934459,1.000000,0.000000,1.000000,-2.467950,104
1856,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.520930,0.000000,4.509533,1.002119,1.000000,0.000000,1.000000,-2.478760,104
1860,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.519380,0.000000,4.775473,1.061216,1.000000,0.000000,1.000000,-2.446407,105
1864,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.517829,0.000000,5.006283,1.112507,1.000000,0.000000,1.000000,-2.371870,105
1868,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.516279,0.000000,5.205568,1.156793,1.000000,0.000000,1.000000,-2.257824,106
1872,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.514729,0.000000,5.376772,1.194838,1.000000,0.000000,1.000000,-2.109362,106
1876,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.513178,0.000000,5.523023,1.227338,1.000000,0.000000,1.000000,-1.934511,107
1880,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.511628,0.000000,5.647087,1.254908,1.000000,0.000000,1.000000,-1.743747,107
1884,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.510078,0.000000,5.751378,1.278084,1.000000,0.000000,1.000000,-1.548227,108
1888,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.508527,0.000000,5.837987,1.297330,1.000000,0.000000,1.000000,-1.357514,108
1892,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.506977,0.000000,5.908725,1.313050,1.000000,0.000000,1.000000,-1.178122,109
1896,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.505426,0.000000,5.965158,1.325591,1.000000,0.000000,1.000000,-1.013407,109
1900,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.503876,0.000000,6.008647,1.335255,1.000000,0.000000,1.000000,-0.864325,110
1904,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.502326,0.000000,6.040377,1.342306,1.000000,0.000000,1.000000,-0.730375,110
1908,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.500775,0.000000,6.061381,1.346974,1.000000,0.000000,1.000000,-0.610338,111
1912,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.499225,0.000000,6.072568,1.349460,1.000000,0.000000,1.000000,-0.502732,111
1916,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.497674,0.000000,6.074585,1.349908,1.000000,0.000000,1.000000,-0.405988,112
1920,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.496124,0.000000,6.064334,1.347630,1.000000,0.000000,1.000000,-0.316630,112
1924,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.494574,0.000000,6.039405,1.342090,1.000000,0.000000,1.000000,-0.231765,113
1928,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.493023,0.000000,5.998424,1.332983,1.000000,0.000000,1.000000,-0.149262,113
1932,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.491473,0.000000,5.939820,1.319960,1.000000,0.000000,1.000000,-0.067062,114
1936,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.489922,0.000000,5.861788,1.302620,1.000000,0.000000,1.000000,0.016858,114
1940,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.488372,0.000000,5.762252,1.280500,1.000000,0.000000,1.000000,0.104534,115
1944,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.486822,0.000000,5.638810,1.253069,1.000000,0.000000,1.000000,0.198061,115
1948,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.485271,0.000000,5.488676,1.219706,1.000000,0.000000,1.000000,0.299646,116
1952,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.483721,0.000000,5.308619,1.179693,1.000000,0.000000,1.000000,0.411656,116
1956,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.482171,0.000000,5.094889,1.132197,1.000000,0.000000,1.000000,0.536667,117
1960,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.480620,0.000000,4.843162,1.076258,1.000000,0.000000,1.000000,0.677511,117
1964,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.479070,0.000000,4.548516,1.010781,1.000000,0.000000,1.000000,0.835839,118
1968,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.477519,0.000000,4.205486,0.934552,1.000000,0.000000,1.000000,1.012880,118
1972,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.475969,0.000000,3.808302,0.846289,1.000000,0.000000,1.000000,1.211075,119
1976,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.474419,0.000000,3.351466,0.744770,1.000000,0.000000,1.000000,1.432613,119
1980,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.472868,0.000000,2.830918,0.629093,1.000000,0.000000,1.000000,1.678770,120
1984,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.471318,0.000000,2.246020,0.499116,1.000000,0.000000,1.000000,1.948791,120
1988,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.469767,0.000000,1.602319,0.356071,1.000000,0.000000,1.000000,2.238356,121
1992,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.468217,0.000000,0.914103,0.203134,1.000000,0.000000,1.000000,2.538127,121
1996,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.466667,0.000000,0.204687,0.045486,1.000000,0.000000,1.000000,2.833571,122
2000,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.465116,0.000000,-0.497506,-0.110557,1.000000,0.000000,1.000000,3.107065,122
2004,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.463566,0.000000,-1.165852,-0.259078,1.000000,0.000000,1.000000,3.341672,123
2008,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.462016,0.000000,-1.781346,-0.395855,1.000000,0.000000,1.000000,3.524311,123
2012,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.460465,0.000000,-2.334305,-0.518735,1.000000,0.000000,1.000000,3.646720,124
2016,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.458915,0.000000,-2.822647,-0.627255,1.000000,0.000000,1.000000,3.704599,124
2020,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.457364,0.000000,-3.249023,-0.722005,1.000000,0.000000,1.000000,3.696304,125
2024,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.455814,0.000000,-3.618407,-0.804091,1.000000,0.000000,1.000000,3.622054,125
2028,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.454264,0.000000,-3.936535,-0.874785,1.000000,0.000000,1.000000,3.484053,126
2032,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.452713,0.000000,-4.209069,-0.935349,1.000000,0.000000,1.000000,3.287466,126
2036,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.451163,0.000000,-4.441219,-0.986938,1.000000,0.000000,1.000000,3.041724,127
2040,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.449612,0.000000,-4.637610,-1.030580,1.000000,0.000000,1.000000,2.761060,127
2044,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.448062,0.000000,-4.802270,-1.067171,1.000000,0.000000,1.000000,2.462945,128
2048,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.446512,0.000000,-4.938684,-1.097485,1.000000,0.000000,1.000000,2.164548,128
2052,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.444961,0.000000,-5.049850,-1.122189,1.000000,0.000000,1.000000,1.879208,129
2056,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.443411,0.000000,-5.138355,-1.141857,1.000000,0.000000,1.000000,1.614916,129
2060,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.441860,0.000000,-5.206432,-1.156985,1.000000,0.000000,1.000000,1.374946,130
2064,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.440310,0.000000,-5.256014,-1.168003,1.000000,0.000000,1.000000,1.159414,130
2068,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.438760,0.000000,-5.288786,-1.175286,1.000000,0.000000,1.000000,0.966731,131
2072,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.437209,0.000000,-5.306215,-1.179159,1.000000,0.000000,1.000000,0.794597,131
2076,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.435659,0.000000,-5.309627,-1.179917,1.000000,0.000000,1.000000,0.640592,132
2080,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.434109,0.000000,-5.300383,-1.177863,1.000000,0.000000,1.000000,0.502523,132
2084,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.432558,0.000000,-5.277840,-1.172853,1.000000,0.000000,1.000000,0.377413,133
2088,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.431008,0.000000,-5.240656,-1.164590,1.000000,0.000000,1.000000,0.262227,133
2092,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.429457,0.000000,-5.187287,-1.152730,1.000000,0.000000,1.000000,0.154127,134
2096,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.427907,0.000000,-5.115938,-1.136875,1.000000,0.000000,1.000000,0.050414,134
2100,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.426357,0.000000,-5.024525,-1.116561,1.000000,0.000000,1.000000,-0.051536,135
2104,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.424806,0.000000,-4.910606,-1.091246,1.000000,0.000000,1.000000,-0.154336,135
2108,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.423256,0.000000,-4.771324,-1.060294,1.000000,0.000000,1.000000,-0.260663,136
2112,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.421705,0.000000,-4.603329,-1.022962,1.000000,0.000000,1.000000,-0.373316,136
2116,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.420155,0.000000,-4.402706,-0.978379,1.000000,0.000000,1.000000,-0.495284,137
2120,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.418605,0.000000,-4.164935,-0.925541,1.000000,0.000000,1.000000,-0.629786,137
2124,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.417054,0.000000,-3.884907,-0.863313,1.000000,0.000000,1.000000,-0.780442,138
2128,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.415504,0.000000,-3.557127,-0.790473,1.000000,0.000000,1.000000,-0.950216,138
2132,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.413953,0.000000,-3.176243,-0.705832,1.000000,0.000000,1.000000,-1.141340,139
2136,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.412403,0.000000,-2.738214,-0.608492,1.000000,0.000000,1.000000,-1.355214,139
2140,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.410853,0.000000,-2.242404,-0.498312,1.000000,0.000000,1.000000,-1.591241,140
2144,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.409302,0.000000,-1.694544,-0.376565,1.000000,0.000000,1.000000,-1.845163,140
2148,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.407752,0.000000,-1.109410,-0.246535,1.000000,0.000000,1.000000,-2.107564,141
2152,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.406202,0.000000,-0.510590,-0.113465,1.000000,0.000000,1.000000,-2.363958,141
2156,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.404651,0.000000,0.074544,0.016565,1.000000,0.000000,1.000000,-2.597522,142
2160,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.403101,0.000000,0.622404,0.138312,1.000000,0.000000,1.000000,-2.793209,142
2164,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.401550,0.000000,1.118214,0.248492,1.000000,0.000000,1.000000,-2.940490,143
2168,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.400000,0.000000,1.556243,0.345832,1.000000,0.000000,1.000000,-3.033479,143
2172,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.398450,0.000000,1.937127,0.430473,1.000000,0.000000,1.000000,-3.069538,144
2176,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.396899,0.000000,2.264907,0.503313,1.000000,0.000000,1.000000,-3.047885,144
2180,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.395349,0.000000,2.544935,0.565541,1.000000,0.000000,1.000000,-2.968973,145
2184,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.393798,0.000000,2.782706,0.618379,1.000000,0.000000,1.000000,-2.834868,145
2188,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.392248,0.000000,2.983329,0.662962,1.000000,0.000000,1.000000,-2.650493,146
2192,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.390698,0.000000,3.151324,0.700294,1.000000,0.000000,1.000000,-2.425138,146
2196,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.389147,0.000000,3.290606,0.731246,1.000000,0.000000,1.000000,-2.172874,147
2200,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.387597,0.000000,3.404525,0.756561,1.000000,0.000000,1.000000,-1.910459,147
2204,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.386047,0.000000,3.495938,0.776875,1.000000,0.000000,1.000000,-1.653316,148
2208,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.384496,0.000000,3.567287,0.792730,1.000000,0.000000,1.000000,-1.412234,148
2212,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.382946,0.000000,3.620656,0.804590,1.000000,0.000000,1.000000,-1.192653,149
2216,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.381395,0.000000,3.657840,0.812853,1.000000,0.000000,1.000000,-0.995920,149
2220,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.379845,0.000000,3.680383,0.817863,1.000000,0.000000,1.000000,-0.821000,150
2224,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.378295,0.000000,3.689627,0.819917,1.000000,0.000000,1.000000,-0.665790,150
2228,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.376744,0.000000,3.687472,0.819438,1.000000,0.000000,1.000000,-0.528294,151
2232,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.375194,0.000000,3.675767,0.816837,1.000000,0.000000,1.000000,-0.406653,151
2236,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.373643,0.000000,3.653609,0.811913,1.000000,0.000000,1.000000,-0.297797,152
2240,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.372093,0.000000,3.619830,0.804407,1.000000,0.000000,1.000000,-0.198849,152
2244,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.370543,0.000000,3.573062,0.794014,1.000000,0.000000,1.000000,-0.107142,153
2248,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.368992,0.000000,3.511698,0.780377,1.000000,0.000000,1.000000,-0.020154,153
2252,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.367442,0.000000,3.433840,0.763076,1.000000,0.000000,1.000000,0.064554,154
