t,alpha,w,h,ring,horns,eyes,copy,drain,line,tilt,turn,squash,wink,shut,horn_lag,frame
760,1.000000,308,76,0.927258,0.961214,0.000000,1.000000,0.945736,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,41
764,1.000000,308,76,0.932019,0.969657,0.083967,1.000000,0.944186,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,41
768,1.000000,308,76,0.936570,0.976791,0.162849,1.000000,0.942636,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,42
772,1.000000,308,76,0.940918,0.982722,0.236855,1.000000,0.941085,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,42
776,1.000000,308,76,0.945069,0.987557,0.306185,1.000000,0.939535,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,43
780,1.000000,308,76,0.949028,0.991404,0.371030,1.000000,0.937984,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,43
784,1.000000,308,76,0.952802,0.994371,0.431576,1.000000,0.936434,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,44
788,1.000000,308,76,0.956396,0.996569,0.488000,1.000000,0.934884,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,44
792,1.000000,308,76,0.959814,0.998109,0.540476,1.000000,0.933333,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,45
796,1.000000,308,76,0.963062,0.999104,0.589170,1.000000,0.931783,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,45
800,1.000000,308,76,0.966145,0.999671,0.634244,1.000000,0.930233,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,46
804,1.000000,308,76,0.969066,0.999928,0.675856,1.000000,0.928682,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,46
808,1.000000,308,76,0.971830,0.999997,0.714159,1.000000,0.927132,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,47
812,1.000000,308,76,0.974442,1.000000,0.749303,1.000000,0.925581,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,47
816,1.000000,308,76,0.976905,1.000000,0.781434,1.000000,0.924031,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,48
820,1.000000,308,76,0.979224,1.000000,0.810694,1.000000,0.922481,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,48
824,1.000000,308,76,0.981401,1.000000,0.837224,1.000000,0.920930,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,49
828,1.000000,308,76,0.983441,1.000000,0.861162,1.000000,0.919380,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,49
832,1.000000,308,76,0.985347,1.000000,0.882644,1.000000,0.917829,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,50
836,1.000000,308,76,0.987122,1.000000,0.901804,1.000000,0.916279,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,50
840,1.000000,308,76,0.988769,1.000000,0.918775,1.000000,0.914729,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,51
844,1.000000,308,76,0.990292,1.000000,0.933687,1.000000,0.913178,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,51
848,1.000000,308,76,0.991693,1.000000,0.946673,1.000000,0.911628,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,52
852,1.000000,308,76,0.992975,1.000000,0.957861,1.000000,0.910078,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,52
856,1.000000,308,76,0.994141,1.000000,0.967383,1.000000,0.908527,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,53
860,1.000000,308,76,0.995193,1.000000,0.975367,1.000000,0.906977,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,53
864,1.000000,308,76,0.996135,1.000000,0.981944,1.000000,0.905426,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,54
868,1.000000,308,76,0.996968,1.000000,0.987246,1.000000,0.903876,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,54
872,1.000000,308,76,0.997695,1.000000,0.991404,1.000000,0.902326,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,55
876,1.000000,308,76,0.998319,1.000000,0.994553,1.000000,0.900775,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,55
880,1.000000,308,76,0.998841,1.000000,0.996827,1.000000,0.899225,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,56
884,1.000000,308,76,0.999263,1.000000,0.998364,1.000000,0.897674,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,56
888,1.000000,308,76,0.999588,1.000000,0.999305,1.000000,0.896124,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57
892,1.000000,308,76,0.999818,1.000000,0.999792,1.000000,0.894574,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57
896,1.000000,308,76,0.999955,1.000000,0.999974,1.000000,0.893023,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,58
900,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.891473,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,58
904,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.889922,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,59
908,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.888372,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
912,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.886822,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
916,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.885271,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
920,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.883721,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
924,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.882171,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
928,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.880620,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
932,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.879070,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
936,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.877519,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
940,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.875969,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
944,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.874419,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
948,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.872868,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
952,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.871318,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
956,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.869767,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
960,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.868217,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
964,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.866667,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
968,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.865116,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
972,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.863566,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
976,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.862016,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
980,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.860465,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
984,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.858915,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
988,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.857364,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
992,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.855814,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
996,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.854264,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1000,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.852713,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1004,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.851163,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1008,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.849612,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1012,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.848062,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1016,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.846512,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1020,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.844961,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1024,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.843411,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1028,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.841860,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1032,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.840310,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1036,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.838760,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1040,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.837209,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1044,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.835659,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1048,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.834109,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1052,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.832558,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1056,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.831008,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1060,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.829457,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1064,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.827907,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1068,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.826357,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1072,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.824806,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1076,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.823256,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1080,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.821705,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1084,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.820155,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1088,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.818605,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1092,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.817054,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1096,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.815504,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1100,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.813953,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1104,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.812403,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1108,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.810853,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1112,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.809302,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1116,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.807752,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1120,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.806202,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1124,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.804651,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1128,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.803101,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1132,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.801550,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1136,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.800000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1140,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.798450,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1144,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.796899,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1148,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.795349,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1152,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.793798,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1156,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.792248,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1160,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.790698,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1164,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.789147,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1168,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.787597,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1172,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.786047,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1176,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.784496,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1180,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.782946,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1184,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.781395,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1188,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.779845,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1192,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.778295,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1196,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.776744,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1200,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.775194,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1204,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.773643,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1208,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.772093,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1212,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.770543,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1216,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.768992,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1220,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.767442,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1224,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.765891,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1228,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.764341,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1232,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.762791,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1236,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.761240,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1240,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.759690,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1244,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.758140,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1248,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.756589,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1252,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.755039,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1256,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.753488,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1260,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.751938,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1264,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.750388,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1268,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.748837,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1272,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.747287,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1276,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.745736,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1280,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.744186,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1284,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.742636,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1288,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.741085,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1292,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.739535,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1296,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.737984,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1300,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.736434,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1304,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.734884,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1308,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.733333,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1312,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.731783,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1316,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.730233,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1320,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.728682,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1324,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.727132,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1328,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.725581,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1332,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.724031,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1336,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.722481,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1340,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.720930,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1344,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.719380,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1348,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.717829,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1352,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.716279,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1356,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.714729,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1360,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.713178,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1364,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.711628,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1368,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.710078,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1372,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.708527,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1376,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.706977,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1380,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.705426,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1384,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.703876,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1388,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.702326,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1392,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.700775,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1396,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.699225,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1400,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.697674,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1404,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.696124,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1408,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.694574,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1412,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.693023,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1416,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.691473,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1420,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.689922,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1424,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.688372,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1428,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.686822,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1432,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.685271,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1436,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.683721,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1440,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.682171,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1444,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.680620,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1448,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.679070,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1452,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.677519,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1456,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.675969,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1460,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.674419,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1464,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.672868,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1468,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.671318,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1472,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.669767,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1476,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.668217,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1480,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.666667,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1484,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.665116,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1488,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.663566,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1492,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.662016,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1496,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.660465,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0
1500,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.658915,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,60
1504,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.657364,0.000000,0.000000,0.000000,0.999896,0.000000,0.001410,0.000000,60
1508,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.655814,0.000000,0.000000,0.000000,0.999555,0.000000,0.005935,0.000000,61
1512,1.000000,308,76,1.000000,1.000000,1.000000,1.000000,0.654264,0.000000,0.000000,0.000000,0.998924,0.000000,0.014092,0.000000,61
